Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
STY/T098,Population Group,,,false,,,STY/T096,,,
ATC/J01XA01,vancomycin,,,false,C0042313,STY/T116|STY/T195,ATC/J01XA,5,,STY/T116|STY/T195
ATC/J01CE05,pheneticillin,,,false,C0070557,STY/T195|STY/T109,ATC/J01CE,5,,STY/T195|STY/T109
ATC/A10BH08,teneligliptin,,,false,C2981308,STY/T109|STY/T121,ATC/A10BH,5,,STY/T109|STY/T121
ATC/A03DA07,tiemonium iodide and analgesics,,,false,C3652704,STY/T121,ATC/A03DA,5,,STY/T121
ATC/D01AE22,naftifine,,,false,C0068367,STY/T109|STY/T121,ATC/D01AE,5,,STY/T109|STY/T121
ATC/D10AX01,aluminium chloride,,,false,C0102840,STY/T121|STY/T197,ATC/D10AX,5,,STY/T121|STY/T197
ATC/C01EB23,tiazotic acid,,,false,C4301629,STY/T121,ATC/C01EB,5,,STY/T121
ATC/S03CA01,dexamethasone and antiinfectives,,,false,C3652910,STY/T109|STY/T121,ATC/S03CA,5,,STY/T109|STY/T121
ATC/N06BX03,piracetam,,,false,C0031977,STY/T109|STY/T121,ATC/N06BX,5,,STY/T109|STY/T121
ATC/R03DA11,doxofylline,,,false,C0058721,STY/T109|STY/T121,ATC/R03DA,5,,STY/T109|STY/T121
ATC/V09IX05,fluorodopa (<o>18</o>F),,,false,C0244672,STY/T116|STY/T121,ATC/V09IX,5,,STY/T116|STY/T121
ATC/J01DD16,cefditoren,,,false,C0287573,STY/T109|STY/T121,ATC/J01DD,5,,STY/T109|STY/T121
ATC/L04AX,Other immunosuppressants in ATC,Other immunosuppressants,,false,C3653856,STY/T129|STY/T121,ATC/L04A,4,Y,STY/T129|STY/T121
ATC/A16AX05,zinc acetate,,,false,C0149368,STY/T109|STY/T121,ATC/A16AX,5,,STY/T109|STY/T121
ATC/J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",,,false,C4542164,STY/T121,ATC/J05AR,5,,STY/T121
ATC/S01CA05,betamethasone and antiinfectives,,,false,C3652912,STY/T109|STY/T121,ATC/S01CA,5,,STY/T109|STY/T121
ATC/A02AD04,hydrotalcite,,,false,C0063105,STY/T121|STY/T197,ATC/A02AD,5,,STY/T121|STY/T197
ATC/N03AX15,zonisamide,,,false,C0078844,STY/T109|STY/T121,ATC/N03AX,5,,STY/T109|STY/T121
ATC/L04AC,Interleukin inhibitors,,,false,C3653320,STY/T129|STY/T121,ATC/L04A,4,Y,STY/T129|STY/T121
ATC/J07BG01,"rabies, inactivated, whole virus",,,false,C3652486,STY/T109|STY/T121,ATC/J07BG,5,,STY/T109|STY/T121
ATC/R05DB25,morclofone,,,false,C0066796,STY/T109|STY/T121,ATC/R05DB,5,,STY/T109|STY/T121
ATC/D11AH03,cromoglicic acid,,,false,C0086073,STY/T109|STY/T121,ATC/D11AH,5,,STY/T109|STY/T121
ATC/V09EX01,krypton (<o>81m</o>Kr) gas,,,false,C0361485,STY/T196|STY/T130,ATC/V09EX,5,,STY/T196|STY/T130
ATC/B05AA03,fluorocarbon blood substitutes,,,false,C3652566,STY/T121,ATC/B05AA,5,,STY/T121
ATC/N05AF01,flupentixol,,,false,C0016367,STY/T109|STY/T121,ATC/N05AF,5,,STY/T109|STY/T121
ATC/C05AB,Antibiotics FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,Antibiotics,,false,C3540707,STY/T195,ATC/C05A,4,Y,STY/T195
ATC/V,VARIOUS DRUG CLASSES IN ATC,VARIOUS,,false,C3540763,STY/T121,http://www.w3.org/2002/07/owl#Thing,1,Y,STY/T121
ATC/M05BC,Bone morphogenetic proteins,,,false,C0053932,STY/T123|STY/T116,ATC/M05B,4,Y,STY/T123|STY/T116
ATC/A06AX06,tegaserod,,,false,C0537147,STY/T109|STY/T121,ATC/A06AX,5,,STY/T109|STY/T121
ATC/J07AP10,"typhoid, combinations with paratyphi types",,,false,C3653217,STY/T129|STY/T121,ATC/J07AP,5,,STY/T129|STY/T121
ATC/N01AB01,halothane,,,false,C0018549,STY/T109|STY/T121,ATC/N01AB,5,,STY/T109|STY/T121
ATC/A06AD16,mannitol,,,false,C0024730,STY/T109|STY/T121,ATC/A06AD,5,,STY/T109|STY/T121
STY/T017,Anatomical Structure,,,false,,,STY/T072,,,
ATC/C04AB,"Imidazoline derivatives, peripheral vasodilators",Imidazoline derivatives,,false,C3653343,STY/T109|STY/T121,ATC/C04A,4,Y,STY/T109|STY/T121
ATC/B03AA07,ferrous sulfate,,,false,C0060282,STY/T121|STY/T197,ATC/B03AA,5,,STY/T121|STY/T197
ATC/V09BA04,technetium (<o>99m</o>Tc) butedronic acid,,,false,C3652622,STY/T130|STY/T109,ATC/V09BA,5,,STY/T130|STY/T109
ATC/L01AA08,prednimustine,,,false,C0032949,STY/T109|STY/T121,ATC/L01AA,5,,STY/T109|STY/T121
ATC/N07XX59,"dextromethorphan, combinations",,,false,C3653154,STY/T109|STY/T121,ATC/N07XX,5,,STY/T109|STY/T121
ATC/R05DA12,acetyldihydrocodeine,,,false,C3652939,STY/T109|STY/T121,ATC/R05DA,5,,STY/T109|STY/T121
ATC/C04AX30,azapetine,,,false,C0052752,STY/T109|STY/T121,ATC/C04AX,5,,STY/T109|STY/T121
ATC/N02AA01,morphine,,,false,C0026549,STY/T109|STY/T121,ATC/N02AA,5,,STY/T109|STY/T121
ATC/D06BB,"Antivirals, topical",Antivirals,,false,C1874329,STY/T121,ATC/D06B,4,Y,STY/T121
ATC/B01AC19,beraprost,,,false,C0053336,STY/T125|STY/T109|STY/T121,ATC/B01AC,5,,STY/T125|STY/T109|STY/T121
ATC/V08AC07,iocetamic acid,,,false,C0650160,STY/T130|STY/T109,ATC/V08AC,5,,STY/T130|STY/T109
ATC/P01BX,Other antimalarials in ATC,Other antimalarials,,false,C3653904,STY/T121,ATC/P01B,4,Y,STY/T121
ATC/N05CA04,barbital,,,false,C0004743,STY/T109|STY/T121,ATC/N05CA,5,,STY/T109|STY/T121
ATC/L01BC09,floxuridine,,,false,C0016343,STY/T114|STY/T121,ATC/L01BC,5,,STY/T114|STY/T121
ATC/A06AC06,methylcellulose,,,false,C0025729,STY/T109|STY/T121,ATC/A06AC,5,,STY/T109|STY/T121
ATC/B03AB05,ferric oxide polymaltose complexes,,,false,C3652639,STY/T109|STY/T121,ATC/B03AB,5,,STY/T109|STY/T121
ATC/M03BB52,"chlormezanone, combinations excl. psycholeptics",,,false,C3653213,STY/T109|STY/T121,ATC/M03BB,5,,STY/T109|STY/T121
ATC/D07BA,"Corticosteroids, weak, combinations with antiseptics",,,false,C3653663,STY/T121,ATC/D07B,4,Y,STY/T121
ATC/G03AA05,norethisterone and ethinylestradiol,,,false,C1260235,STY/T121,ATC/G03AA,5,,STY/T121
ATC/B05AA09,hemoglobin raffimer,,,false,C0384641,STY/T116|STY/T121,ATC/B05AA,5,,STY/T116|STY/T121
ATC/A07AX01,broxyquinoline,,,false,C0054157,STY/T109,ATC/A07AX,5,,STY/T109
ATC/H04AA,Glycogenolytic hormones,,,false,C3653750,STY/T121,ATC/H04A,4,Y,STY/T121
ATC/A02BA05,niperotidine,,,false,C0650638,STY/T109|STY/T121,ATC/A02BA,5,,STY/T109|STY/T121
ATC/N04BD02,rasagiline,,,false,C0525678,STY/T109|STY/T121,ATC/N04BD,5,,STY/T109|STY/T121
ATC/D09AA09,povidone-iodine,,,false,C0032857,STY/T109|STY/T121,ATC/D09AA,5,,STY/T109|STY/T121
ATC/B02AB05,ulinastatin,,,false,C0077906,STY/T116|STY/T121,ATC/B02AB,5,,STY/T116|STY/T121
ATC/M01AG,"Fenamates, antiinflammatory and antirheumatic drugs",Fenamates,,false,C3542931,STY/T109|STY/T121,ATC/M01A,4,Y,STY/T109|STY/T121
ATC/N05BA22,cloxazolam,,,false,C0055964,STY/T109|STY/T121,ATC/N05BA,5,,STY/T109|STY/T121
ATC/A06AH01,methylnaltrexone bromide,,,false,C2343921,STY/T109|STY/T121,ATC/A06AH,5,,STY/T109|STY/T121
ATC/H05AA,Parathyroid hormones and analogues,,,false,C3653751,STY/T125|STY/T121,ATC/H05A,4,Y,STY/T125|STY/T121
ATC/P01AC03,etofamide,,,false,C0059867,STY/T109|STY/T121,ATC/P01AC,5,,STY/T109|STY/T121
ATC/A09AB02,betaine hydrochloride,,,false,C0282072,STY/T109|STY/T121,ATC/A09AB,5,,STY/T109|STY/T121
ATC/J07BA03,"encephalitis, Japanese, live attenuated",,,false,C3700406,STY/T109|STY/T129|STY/T121,ATC/J07BA,5,,STY/T109|STY/T129|STY/T121
ATC/P01AB05,propenidazole,,,false,C1882489,STY/T109|STY/T121,ATC/P01AB,5,,STY/T109|STY/T121
ATC/D05AC51,"dithranol, combinations",,,false,C3653144,STY/T109|STY/T121,ATC/D05AC,5,,STY/T109|STY/T121
ATC/R05CB01,acetylcysteine,,,false,C0001047,STY/T116|STY/T121,ATC/R05CB,5,,STY/T116|STY/T121
ATC/N07BC51,"buprenorphine, combinations",,,false,C3653163,STY/T109|STY/T121,ATC/N07BC,5,,STY/T109|STY/T121
ATC/N05CM12,apronal,,,false,C3652934,STY/T109|STY/T121,ATC/N05CM,5,,STY/T109|STY/T121
ATC/C09CA,"Angiotensin II receptor blockers (ARBs), plain",,,false,C3653744,STY/T121,ATC/C09C,4,Y,STY/T121
ATC/S02CA06,dexamethasone and antiinfectives,,,false,C3652910,STY/T109|STY/T121,ATC/S02CA,5,,STY/T109|STY/T121
ATC/G03AB09,norgestimate and ethinylestradiol,,,false,C0717762,STY/T121,ATC/G03AB,5,,STY/T121
ATC/N05CM18,dexmedetomidine,,,false,C0113293,STY/T109|STY/T121,ATC/N05CM,5,,STY/T109|STY/T121
ATC/H02C,ANTIADRENAL PREPARATIONS,,,false,C3653305,STY/T121,ATC/H02,3,Y,STY/T121
ATC/N06AX26,vortioxetine,,,false,C3661282,STY/T109|STY/T121,ATC/N06AX,5,,STY/T109|STY/T121
ATC/D10AD02,retinol,,,false,C0042839,STY/T127|STY/T109|STY/T121,ATC/D10AD,5,,STY/T127|STY/T109|STY/T121
STY/T127,Vitamin,,,false,,,STY/T123,,,
ATC/D02,EMOLLIENTS AND PROTECTIVES,,,false,C3653752,STY/T121,ATC/D,2,Y,STY/T121
ATC/J01AA13,eravacycline,,,false,C4045520,STY/T109|STY/T121,ATC/J01AA,5,,STY/T109|STY/T121
ATC/D11AX02,gamolenic acid,,,false,C0061078,STY/T109|STY/T121,ATC/D11AX,5,,STY/T109|STY/T121
ATC/R05,COUGH AND COLD PREPARATIONS,,,false,C1511537,STY/T121,ATC/R,2,Y,STY/T121
ATC/H01C,HYPOTHALAMIC HORMONES,,,false,C0020656,STY/T116|STY/T125,ATC/H01,3,Y,STY/T116|STY/T125
ATC/D11AX08,tiratricol,,,false,C0046882,STY/T109|STY/T121,ATC/D11AX,5,,STY/T109|STY/T121
ATC/B05CA09,neomycin,,,false,C0027603,STY/T195|STY/T109,ATC/B05CA,5,,STY/T195|STY/T109
ATC/J06BB12,"encephalitis, tick borne immunoglobulin",,,false,C0593472,STY/T116|STY/T129|STY/T121,ATC/J06BB,5,,STY/T116|STY/T129|STY/T121
ATC/C01DX02,prenylamine,,,false,C0033059,STY/T109|STY/T121,ATC/C01DX,5,,STY/T109|STY/T121
ATC/A07AC01,miconazole,,,false,C0025942,STY/T109|STY/T121,ATC/A07AC,5,,STY/T109|STY/T121
ATC/M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",,,false,C3653622,STY/T121,ATC/M01,3,Y,STY/T121
ATC/N02B,OTHER ANALGESICS AND ANTIPYRETICS in ATC,OTHER ANALGESICS AND ANTIPYRETICS,,false,C3540784,STY/T121,ATC/N02,3,Y,STY/T121
ATC/C08CX01,mibefradil,,,false,C0286185,STY/T109|STY/T121,ATC/C08CX,5,,STY/T109|STY/T121
ATC/C02LA09,syrosingopine and diuretics,,,false,C3653066,STY/T109|STY/T121,ATC/C02LA,5,,STY/T109|STY/T121
ATC/B05XA05,magnesium sulfate,,,false,C0024480,STY/T121|STY/T197,ATC/B05XA,5,,STY/T121|STY/T197
ATC/J01BA01,chloramphenicol,,,false,C0008168,STY/T195|STY/T109,ATC/J01BA,5,,STY/T195|STY/T109
ATC/G03FB11,trimegestone and estrogen,,,false,C3652791,STY/T121,ATC/G03FB,5,,STY/T121
ATC/A10AF,Insulins and analogues for inhalation,,,false,C3653578,STY/T116|STY/T125|STY/T121,ATC/A10A,4,Y,STY/T116|STY/T125|STY/T121
ATC/D10AB03,tioxolone,,,false,C2699951,STY/T109|STY/T121,ATC/D10AB,5,,STY/T109|STY/T121
ATC/C10BX17,rosuvastatin and ramipril,,,false,C5227842,STY/T121,ATC/C10BX,5,,STY/T121
ATC/N04BA05,melevodopa and decarboxylase inhibitor,,,false,C3653003,STY/T109|STY/T121,ATC/N04BA,5,,STY/T109|STY/T121
ATC/M03AC10,mivacurium chloride,,,false,C0128603,STY/T109|STY/T121,ATC/M03AC,5,,STY/T109|STY/T121
ATC/G02CB,Prolactine inhibitors,,,false,C3653381,STY/T121,ATC/G02C,4,Y,STY/T121
ATC/V08AA05,ioxitalamic acid,,,false,C0063830,STY/T130|STY/T109,ATC/V08AA,5,,STY/T130|STY/T109
ATC/A03AB06,otilonium bromide,,,false,C0134250,STY/T109|STY/T121,ATC/A03AB,5,,STY/T109|STY/T121
ATC/G03FA01,norethisterone and estrogen,,,false,C3652456,STY/T121,ATC/G03FA,5,,STY/T121
ATC/C09AA04,perindopril,,,false,C0136123,STY/T109|STY/T121,ATC/C09AA,5,,STY/T109|STY/T121
ATC/N06BX14,prolintane,,,false,C0072127,STY/T109|STY/T121,ATC/N06BX,5,,STY/T109|STY/T121
ATC/J01XD02,tinidazole,,,false,C0040263,STY/T109|STY/T121,ATC/J01XD,5,,STY/T109|STY/T121
ATC/R05FB01,cough suppressants and mucolytics,,,false,C3652790,STY/T121,ATC/R05FB,5,,STY/T121
ATC/S01XA12,dexpanthenol,,,false,C0057610,STY/T127|STY/T109|STY/T121,ATC/S01XA,5,,STY/T127|STY/T109|STY/T121
ATC/S02C,"Corticosteroids and antiinfectives in combination, otologic",CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,,false,C3540730,STY/T109|STY/T121,ATC/S02,3,Y,STY/T109|STY/T121
ATC/J04AC01,isoniazid,,,false,C0022209,STY/T109|STY/T121,ATC/J04AC,5,,STY/T109|STY/T121
ATC/L01EJ01,ruxolitinib,,,false,C2931926,STY/T109|STY/T121,ATC/L01EJ,5,,STY/T109|STY/T121
ATC/B02BC08,calcium alginate,,,false,C0108092,STY/T109|STY/T122,ATC/B02BC,5,,STY/T109|STY/T122
ATC/A02BD07,"lansoprazole, amoxicillin and clarithromycin",,,false,C0717419,STY/T195|STY/T109,ATC/A02BD,5,,STY/T195|STY/T109
ATC/N04AC30,etybenzatropine,,,false,C3652692,STY/T109|STY/T121,ATC/N04AC,5,,STY/T109|STY/T121
ATC/V04CX02,folic acid,,,false,C0016410,STY/T127|STY/T109|STY/T121,ATC/V04CX,5,,STY/T127|STY/T109|STY/T121
ATC/J04AM02,rifampicin and isoniazid,,,false,C0358905,STY/T121,ATC/J04AM,5,,STY/T121
ATC/J02AX05,micafungin,,,false,C1120386,STY/T116|STY/T195,ATC/J02AX,5,,STY/T116|STY/T195
ATC/A03AA08,dihexyverine,,,false,C0771461,STY/T109|STY/T121,ATC/A03AA,5,,STY/T109|STY/T121
ATC/A03AX15,menthae piperitae aetheroleum,,,false,C0070325,STY/T168|STY/T109|STY/T121,ATC/A03AX,5,,STY/T168|STY/T109|STY/T121
ATC/V08DA,Ultrasound contrast media,,,false,C0493823,STY/T130,ATC/V08D,4,Y,STY/T130
ATC/C10AA,"HMG CoA reductase inhibitors, plain lipid modifying drugs",HMG CoA reductase inhibitors,,false,C3539119,STY/T121,ATC/C10A,4,Y,STY/T121
ATC/S01ED04,metipranolol,,,false,C0041030,STY/T109|STY/T121,ATC/S01ED,5,,STY/T109|STY/T121
ATC/A14AA02,stanozolol,,,false,C0038149,STY/T125|STY/T109|STY/T121,ATC/A14AA,5,,STY/T125|STY/T109|STY/T121
ATC/J04AB03,rifamycin,,,false,C0073371,STY/T195|STY/T109,ATC/J04AB,5,,STY/T195|STY/T109
ATC/N01BB04,prilocaine,,,false,C0033124,STY/T109|STY/T121,ATC/N01BB,5,,STY/T109|STY/T121
ATC/V07AT,Cosmetics,,,false,C0010164,STY/T073,ATC/V07A,4,Y,STY/T073
ATC/G04BD,Drugs for urinary frequency and incontinence,,,false,C3653592,STY/T121,ATC/G04B,4,Y,STY/T121
ATC/N07XA,Gangliosides and ganglioside derivatives,,,false,C3653590,STY/T121,ATC/N07X,4,Y,STY/T121
ATC/M01CB02,sodium aurotiosulfate,,,false,C0037512,STY/T130|STY/T121|STY/T197,ATC/M01CB,5,,STY/T130|STY/T121|STY/T197
ATC/D08AB,"Aluminium agents, antiseptics and disinfectants",Aluminium agents,,false,C3653468,STY/T121,ATC/D08A,4,Y,STY/T121
ATC/J01MB08,nemonoxacin,,,false,C2742587,STY/T109|STY/T121,ATC/J01MB,5,,STY/T109|STY/T121
ATC/N01BX01,ethyl chloride,,,false,C0015058,STY/T109|STY/T121,ATC/N01BX,5,,STY/T109|STY/T121
ATC/V03AB08,sodium nitrite,,,false,C0037532,STY/T121|STY/T197,ATC/V03AB,5,,STY/T121|STY/T197
ATC/S01BB02,prednisolone and mydriatics,,,false,C3652988,STY/T109|STY/T121,ATC/S01BB,5,,STY/T109|STY/T121
ATC/J05AH02,oseltamivir,,,false,C0874161,STY/T109|STY/T121,ATC/J05AH,5,,STY/T109|STY/T121
ATC/A16AB16,idursulfase beta,,,false,C4542170,STY/T126|STY/T116|STY/T121,ATC/A16AB,5,,STY/T126|STY/T116|STY/T121
ATC/V04CE,liver functional capacity test diagnostic agents,Tests for liver functional capacity,,false,C3653971,STY/T130,ATC/V04C,4,Y,STY/T130
ATC/A05AA03,cholic acid,,,false,C0055568,STY/T123|STY/T109|STY/T121,ATC/A05AA,5,,STY/T123|STY/T109|STY/T121
ATC/A02AA01,magnesium carbonate,,,false,C0065517,STY/T121|STY/T197,ATC/A02AA,5,,STY/T121|STY/T197
ATC/S01BC11,bromfenac,,,false,C0054094,STY/T109|STY/T121,ATC/S01BC,5,,STY/T109|STY/T121
ATC/A08AA56,"ephedrine, combinations",,,false,C3652880,STY/T109|STY/T121,ATC/A08AA,5,,STY/T109|STY/T121
ATC/D11AX13,monobenzone,,,false,C0050962,STY/T109|STY/T121,ATC/D11AX,5,,STY/T109|STY/T121
ATC/A02AB05,aluminium acetoacetate,,,false,C3652633,STY/T109|STY/T121,ATC/A02AB,5,,STY/T109|STY/T121
ATC/N05CD02,nitrazepam,,,false,C0028126,STY/T109|STY/T121,ATC/N05CD,5,,STY/T109|STY/T121
ATC/J05AR01,zidovudine and lamivudine,,,false,C0717880,STY/T121,ATC/J05AR,5,,STY/T121
ATC/P02DX01,desaspidin,,,false,C0057515,STY/T109|STY/T121,ATC/P02DX,5,,STY/T109|STY/T121
ATC/S01AA10,natamycin,,,false,C0027444,STY/T195|STY/T109,ATC/S01AA,5,,STY/T195|STY/T109
ATC/D07AB21,clocortolone,,,false,C0055899,STY/T125|STY/T109|STY/T121,ATC/D07AB,5,,STY/T125|STY/T109|STY/T121
ATC/A14AA08,oxandrolone,,,false,C0029995,STY/T125|STY/T109|STY/T121,ATC/A14AA,5,,STY/T125|STY/T109|STY/T121
ATC/A04AA03,tropisetron,,,false,C0063322,STY/T109|STY/T121,ATC/A04AA,5,,STY/T109|STY/T121
ATC/D07AB,"Corticosteroids, moderately potent (group II)",,,false,C3653506,STY/T109|STY/T121,ATC/D07A,4,Y,STY/T109|STY/T121
ATC/L01AG,"Epoxides, antineoplastic alkylating drugs",Epoxides,,false,C3542457,STY/T109|STY/T121,ATC/L01A,4,Y,STY/T109|STY/T121
ATC/H03BC,Perchlorate antithyroid preparations,Perchlorates,,false,C3539982,STY/T109|STY/T121,ATC/H03B,4,Y,STY/T109|STY/T121
ATC/N02AJ01,dihydrocodeine and paracetamol,,,false,C0590747,STY/T109|STY/T121,ATC/N02AJ,5,,STY/T109|STY/T121
ATC/P01CC,"Nitrofuran derivatives, antiprotozoal drugs",Nitrofuran derivatives,,false,C3540041,STY/T109|STY/T121,ATC/P01C,4,Y,STY/T109|STY/T121
ATC/V09FX03,sodium iodide (<o>131</o>I),,,false,C0304982,STY/T130|STY/T197,ATC/V09FX,5,,STY/T130|STY/T197
ATC/G02AD06,misoprostol,,,false,C0085174,STY/T109|STY/T121,ATC/G02AD,5,,STY/T109|STY/T121
ATC/M01AC56,"meloxicam, combinations",,,false,C3652850,STY/T121,ATC/M01AC,5,,STY/T121
ATC/C01,CARDIAC THERAPY DRUGS,CARDIAC THERAPY,,false,C3654025,STY/T121,ATC/C,2,Y,STY/T121
ATC/M01AX14,orgotein,,,false,C0069638,STY/T109|STY/T121,ATC/M01AX,5,,STY/T109|STY/T121
ATC/G03XC,Selective estrogen receptor modulators,,,false,C0732611,STY/T125|STY/T121,ATC/G03X,4,Y,STY/T125|STY/T121
ATC/M03BB,"Oxazol, thiazine, and triazine derivatives centrally acting muscle relaxants","Oxazol, thiazine, and triazine derivatives",,false,C3653954,STY/T109|STY/T121,ATC/M03B,4,Y,STY/T109|STY/T121
ATC/N04A,ANTICHOLINERGIC AGENTS,,,false,C0242896,STY/T121,ATC/N04,3,Y,STY/T121
ATC/A16AA03,glutamine,,,false,C0017797,STY/T123|STY/T116|STY/T121,ATC/A16AA,5,,STY/T123|STY/T116|STY/T121
ATC/A07BC04,attapulgite,,,false,C0052657,STY/T121|STY/T197,ATC/A07BC,5,,STY/T121|STY/T197
ATC/A07XA01,albumin tannate,,,false,C0772076,STY/T109|STY/T121,ATC/A07XA,5,,STY/T109|STY/T121
ATC/N06BA01,amfetamine,,,false,C0002658,STY/T109|STY/T121,ATC/N06BA,5,,STY/T109|STY/T121
ATC/R03DC03,montelukast,,,false,C0298130,STY/T109|STY/T121,ATC/R03DC,5,,STY/T109|STY/T121
ATC/J05AC02,rimantadine,,,false,C0035629,STY/T109|STY/T121,ATC/J05AC,5,,STY/T109|STY/T121
ATC/C01DA20,organic nitrates in combination,,,false,C3652591,STY/T109|STY/T121,ATC/C01DA,5,,STY/T109|STY/T121
ATC/D03A,CICATRIZANTS,,,false,C3653517,STY/T121,ATC/D03,3,Y,STY/T121
ATC/J07BM01,"papillomavirus (human types 6, 11, 16, 18)",,,false,C3652498,STY/T129|STY/T121,ATC/J07BM,5,,STY/T129|STY/T121
ATC/N02CB01,flumedroxone,,,false,C0060492,STY/T109|STY/T121,ATC/N02CB,5,,STY/T109|STY/T121
ATC/N05B,ANXIOLYTICS,,,false,C0040616,STY/T121,ATC/N05,3,Y,STY/T121
ATC/C01EB18,ranolazine,,,false,C0073633,STY/T109|STY/T121,ATC/C01EB,5,,STY/T109|STY/T121
ATC/G01AE,"Sulfonamides, Gynecological",Sulfonamides,,false,C3539179,STY/T109|STY/T121,ATC/G01A,4,Y,STY/T109|STY/T121
ATC/V01AA08,Food allergenic extracts,food,,false,C3540798,STY/T129|STY/T121,ATC/V01AA,5,,STY/T129|STY/T121
ATC/S01AA30,combinations of different antibiotics,,,false,C3653136,STY/T195,ATC/S01AA,5,,STY/T195
ATC/L01EX13,gilteritinib,,,false,C3896940,STY/T109|STY/T121,ATC/L01EX,5,,STY/T109|STY/T121
ATC/R03AB,Non-selective beta-adrenoreceptor agonist inhalants,Non-selective beta-adrenoreceptor agonists,,false,C3542960,STY/T121,ATC/R03A,4,Y,STY/T121
ATC/J01AA03,chlortetracycline,,,false,C0008293,STY/T195|STY/T109,ATC/J01AA,5,,STY/T195|STY/T109
ATC/N07XX01,tirilazad,,,false,C0245179,STY/T109|STY/T121,ATC/N07XX,5,,STY/T109|STY/T121
ATC/N01AH04,phenoperidine,,,false,C0031432,STY/T109|STY/T121,ATC/N01AH,5,,STY/T109|STY/T121
ATC/J01DC05,cefotetan,,,false,C0007555,STY/T195|STY/T109,ATC/J01DC,5,,STY/T195|STY/T109
ATC/D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",,,false,C3653761,STY/T121,ATC/D,2,Y,STY/T121
ATC/S01BA12,formocortal,,,false,C3652565,STY/T109|STY/T121,ATC/S01BA,5,,STY/T109|STY/T121
ATC/R07,OTHER RESPIRATORY SYSTEM PRODUCTS in ATC,OTHER RESPIRATORY SYSTEM PRODUCTS,,false,C3653833,STY/T121,ATC/R,2,Y,STY/T121
ATC/R05FA02,opium derivatives and expectorants,,,false,C3543844,STY/T109|STY/T121,ATC/R05FA,5,,STY/T109|STY/T121
ATC/N06CA03,fluoxetine and psycholeptics,,,false,C3652764,STY/T121,ATC/N06CA,5,,STY/T121
ATC/D03AX03,dexpanthenol,,,false,C0057610,STY/T127|STY/T109|STY/T121,ATC/D03AX,5,,STY/T127|STY/T109|STY/T121
ATC/M03BC51,"orphenadrine, combinations",,,false,C2014108,STY/T121,ATC/M03BC,5,,STY/T121
ATC/A02BX08,sulglicotide,,,false,C0075614,STY/T116|STY/T121,ATC/A02BX,5,,STY/T116|STY/T121
ATC/L02BB,Anti-androgen hormone antagonists and related agents,Anti-androgens,,false,C3540699,STY/T125|STY/T109|STY/T121,ATC/L02B,4,Y,STY/T125|STY/T109|STY/T121
ATC/D01AA,"Antifungal Antibiotics, Topical",Antibiotics,,false,C3540705,STY/T195,ATC/D01A,4,Y,STY/T195
ATC/J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",,,false,C3653758,STY/T129|STY/T121,ATC/J07,3,Y,STY/T129|STY/T121
ATC/A09AC01,pepsin and acid preparations,,,false,C3652725,STY/T121,ATC/A09AC,5,,STY/T121
ATC/B06AA02,fibrinolysin and desoxyribonuclease,,,false,C2928889,STY/T121,ATC/B06AA,5,,STY/T121
ATC/N04B,DOPAMINERGIC AGENTS,,,false,C0013036,STY/T121,ATC/N04,3,Y,STY/T121
ATC/J07BB02,"influenza, inactivated, split virus or surface antigen",,,false,C3652558,STY/T116|STY/T129|STY/T121,ATC/J07BB,5,,STY/T116|STY/T129|STY/T121
ATC/R03BB54,"tiotropium bromide, combinations",,,false,C3871426,STY/T121,ATC/R03BB,5,,STY/T121
ATC/J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,,,false,C3652657,STY/T129|STY/T121,ATC/J07CA,5,,STY/T129|STY/T121
ATC/V09IX03,iodine (<o>125</o>I) CC49-monoclonal antibody,,,false,C3652651,STY/T116|STY/T130|STY/T129,ATC/V09IX,5,,STY/T116|STY/T130|STY/T129
ATC/C03BA,"sulfonamides, low-ceiling diuretics, plain","Sulfonamides, plain",,false,C3541387,STY/T109|STY/T121,ATC/C03B,4,Y,STY/T109|STY/T121
ATC/N02AC04,dextropropoxyphene,,,false,C0033493,STY/T109|STY/T121,ATC/N02AC,5,,STY/T109|STY/T121
ATC/V08CB,Superparamagnetic contrast media,,,false,C3653556,STY/T130,ATC/V08C,4,Y,STY/T130
ATC/A10BF,"Alpha glucosidase inhibitors, blood glucose lowering",Alpha glucosidase inhibitors,,false,C3539108,STY/T121,ATC/A10B,4,Y,STY/T121
ATC/N05BA11,prazepam,,,false,C0032910,STY/T109|STY/T121,ATC/N05BA,5,,STY/T109|STY/T121
ATC/N05AL01,sulpiride,,,false,C0038803,STY/T109|STY/T121,ATC/N05AL,5,,STY/T109|STY/T121
